0.01,0.010138789074528582,0.008089917982444315
0.02,0.011096604663051705,0.014101772113493788
0.03,0.012096015284100467,0.01586064877508946
0.04,0.012855137559777052,0.011892229670952739
0.05,0.01347660334235463,0.01100997568023349
0.06,0.014525257161160316,0.017712138814452858
0.07,0.015710382987251116,0.014735337299247237
0.08,0.017188155793143273,0.013919476055773063
0.09,0.019744365946797442,0.028547375976754805
0.1,0.02068301023680368,0.017784261584867136
0.11,0.022014525115388515,0.020154293692148537
0.12,0.023113736059109394,0.022227081532681953
0.13,0.02477220595824561,0.028938499828523645
0.14,0.026593267100905184,0.03262513835629707
0.15,0.02663918648094644,0.024631187435706314
0.16,0.029175663048787295,0.02867851419000317
0.17,0.030353594250309052,0.032856613517986875
0.18,0.031301863139631854,0.028533505685395446
0.19,0.032839571457590346,0.03701819052367501
0.2,0.03435108077704357,0.03150113057988612
0.21,0.03557932297158224,0.03139532989647195
0.22,0.0374507995653211,0.03295541663420116
0.23,0.04136768350393694,0.03989963802675637
0.24,0.04371749445871554,0.040698294133426856
0.25,0.04636858680653696,0.04000190946843192
0.26,0.050356876032668786,0.04866389319370323
0.27,0.054631110193252765,0.053079439688638166
0.28,0.056605431527488675,0.051068638586753534
0.29,0.062874520147068,0.061075665552517706
0.3,0.06422609667901141,0.05402972854413592
0.31,0.06688252506639956,0.057438083856055665
0.32,0.07025024766987721,0.05772037806685979
0.33,0.07554107078620725,0.05804979368996781
0.34,0.08338539301821483,0.07016587855379244
0.35,0.08994161851914423,0.07554784465489854
0.36,0.09743632716746606,0.08786911962483225
0.37,0.10192161816607956,0.08074804715963799
0.38,0.11172489418239996,0.09351711135353667
0.39,0.12422584069635105,0.09830048144433402
0.4,0.1314184162017662,0.10317860970825532
0.41,0.14069517978933038,0.10737411091757337
0.42,0.1522141881609228,0.11730249119785974
0.43,0.16849478923379005,0.1561306161215217
0.44,0.18036998907075613,0.15220607554585658
0.45,0.19533544988817325,0.16519540861074655
0.46,0.21277233967854775,0.18996968066278533
0.47,0.22274391981776356,0.1928470422035301
0.48,0.23132338003412883,0.20042082107047474
0.49,0.2473848158619249,0.22853585887981606
0.5,0.2967342580819555,0.8120105777154278
0.51,0.2815745122402548,0.2797105209135631
0.52,0.3038965642693683,0.32525759739053617
0.53,0.32199526809564993,0.31570294778973523
0.54,0.35456139927073105,0.8349527765248398
0.55,0.34487044380050674,0.36129274582349125
0.56,0.3847739587802873,0.4128206918012488
0.57,0.4223306927040398,0.6100820393552282
0.58,0.46490362103155797,0.4907921369477814
0.59,0.5253148134813765,0.8148889268171854
0.6,0.5576379540966117,0.6654715852524424
0.61,0.6014114838965782,0.6424181101292995
0.62,0.6805131463841214,1.2135759443840266
0.63,0.6678617575852988,0.8310754754563684
0.64,0.8190516297972323,0.9920506976032123
0.65,0.8962019944040074,1.4416647278058106
0.66,1.1599608906167926,2.7518185632118097
0.67,1.163307465673527,1.6255054398913236
0.68,1.5673111541565559,6.356384371358243
0.69,1.7532800717552848,6.63264677985164
0.7,1.88929267891766,4.850211504105637
0.71,2.332401496975845,7.027168666639522
0.72,2.312266374011247,8.397944554309301
0.73,2.257815891003161,5.991541314458458
0.74,2.3319484787066673,5.3017548101599115
0.75,2.3746468906994265,6.013962782715951
0.76,2.72965433105461,11.962183349541721
0.77,3.9183246121129174,58.05583739987381
0.78,2.341308108496464,4.438958678680325
0.79,2.5282701904647804,6.665563623320109
0.8,3.1532684383892082,20.317249663362972
0.81,2.402708473607482,7.938218211426508
0.82,2.393538732151163,5.343036630646881
0.83,2.1499312152004455,4.425096911642105
0.84,2.2414446461428024,4.410927814870787
0.85,2.2186666720990105,4.255366567797062
0.86,2.2249531791917345,4.332893532134409
0.87,2.219791215173191,7.662234672853325
0.88,2.14873664060476,4.121478037529013
0.89,2.1627377712698186,5.292710698887532
0.9,2.1988745216662933,7.6407977881091105
0.91,2.0307260174018205,4.2194797667860735
0.92,2.261403047146162,6.514474168548763
0.93,1.8530240762824022,3.4954453828728926
0.94,1.8038438229848643,3.3050657616102024
0.95,2.0008446715788546,5.630812998636098
0.96,1.8509032290267624,4.619042992942038
0.97,1.91808054464498,3.7898249614798347
0.98,1.8142359008320594,4.246409294114724
0.99,1.9055866120921514,4.325443714408658
1.0,2.1046339291956007,17.41430436684273
